Player ID,Full Name,Bingo Card
58864,Pierre-Emerick Aubameyang,566
72047,Iago Aspas,566
3407,Ruud van Nistelrooy,566
28003,Lionel Messi,566
94005,Sead Kolasinac,566
9594,Vincent Kompany,566
221322,Jose Gaya,566
41982,Radja Nainggolan,566
401173,Jadon Sancho,566
214,Hasan Salihamidzic,566
354361,Frank Anguissa,566
37579,Alexandre Pato,566
5757,Gianluca Zambrotta,566
502670,Khvicha Kvaratskhelia,566
167799,Pierre-Emile Hojbjerg,567
281963,Lucas Hernandez,567
36139,Dusan Tadic,567
34987,Burak Yilmaz,567
215876,Ricardo Pereira,567
85370,Sergi Roberto,567
3140,Ronaldo,567
418560,Erling Haaland,567
472423,Reece James,567
231572,Nelson Semedo,567
3924,Didier Drogba,567
169880,Giovanni Di Lorenzo,567
132098,Harry Kane,567
225122,Goncalo Guedes,567
3446,Luis Figo,567
144028,Leandro Trossard,567
640428,Eduardo Camavinga,567
7825,Pepe Reina,567
88755,Kevin De Bruyne,567
5938,Walter Samuel,567
45146,Mario Balotelli,567
3183,Patrick Vieira,567
34557,Nicklas Bendtner,567
543499,Mohammed Kudus,567
3854,Juan Roman Riquelme,567
91970,Juan Cuadrado,567
13091,Yaya Toure,567
45865,Oscar Cardozo,567
95424,Kyle Walker,567
360518,Teun Koopmeiners,567
80444,Philippe Coutinho,567
405885,Giacomo Raspadori,567
65230,Sergio Busquets,567
413112,Aurelien Tchouameni,567
435772,Charles De Ketelaere,567
37579,Alexandre Pato,567
532,Claudio Pizarro,567
21369,Arda Turan,567
4672,Nigel de Jong,567
386047,Axel Disasi,567
321247,Emiliano Buendia,567
357119,Ibrahima Konate,567
29364,Joao Moutinho,568
223967,Konrad Laimer,568
475959,Josko Gvardiol,568
532,Claudio Pizarro,568
22202,Diego Milito,568
82009,Kevin Volland,568
37579,Alexandre Pato,568
93128,Kalidou Koulibaly,568
411295,Raphinha,568
39153,Gonzalo Higuain,568
16760,Yuriy Zhirkov,568
463618,Khephren Thuram,568
207929,Dele Alli,568
3207,Thierry Henry,568
79960,Alex Sandro,568
12249,Ever Banega,568
38253,Robert Lewandowski,568
8564,Deco,568
3140,Ronaldo,568
3522,Andriy Shevchenko,568
564545,Edmond Tapsoba,568
3182,Ashley Cole,568
3994,Roy Makaay,568
4357,Klaas-Jan Huntelaar,568
26399,Sergio Aguero,568
5198,Phillip Cocu,568
18922,Karim Benzema,568
504215,Giovanni Reyna,568
217111,Hakim Ziyech,568
496094,Karim Adeyemi,568
176553,Aymeric Laporte,568
3226,Nicolas Anelka,568
5879,Adrian Mutu,568
264372,Viktor Tsygankov,568
36139,Dusan Tadic,568
406040,Ademola Lookman,568
131789,Roberto Firmino,568
354362,Rodrigo Bentancur,568
46580,Andrej Kramaric,568
167850,Memphis Depay,568
361914,Nayef Aguerd,568
418560,Erling Haaland,568
